Goods name	Goods ID	SKU	Spend	Net total cost	Base Price Sales (Overall)	ROAS (Overall)	ACOS (Overall)	Cost Per Order (Overall)	Sub Order Count (Overall)	Items (Overall)	Impressions (Overall)	Clicks (Overall)	CTR (Overall)	CVR (Overall)	Add to cart count (Overall)	Net Base Price Sales (Overall)	Net ROAS (Overall)	Net ACOS (Overall)	Net Cost Per Order (Overall)	Net Sub Order Count (Overall)	Net Items (Overall)
5 Core Music Stand Height Adjustable Desktop Book Stands Portable Sheet Holder All Metal Bookstand Foldable Atril Para Partituras w Carrying Bag Light & Clip Pink - MUS FLD HD ACC PNK	603050634765056	MUS FLD HD ACC PNK	$0.00	$0.00	$20.55	∞	0.00%	$0.00	1	1	524	16	3.05%	6.25%	4	$20.55	∞	0.00%	$0.00	1	1
5Core Speaker Stand Tripod Tall Adjustable 72 Inch DJ Pole Mount Studio Monitor Stands Yellow 1 PK	603008289089406	SS HD 1 PK YLW BAG	$0.00	$0.00	$25.98	∞	0.00%	$0.00	1	2	96	0	0.00%	0.00%	0	$25.98	∞	0.00%	$0.00	1	2
5 Core Adjustable Piano Bench Thick 3.25" Solid Wood Keyboard Stool Heavy Duty Musician Chair	602969768622629	PNB 480 WH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Adjustable Piano Bench Thick 3.25" Padded Solid Wood Keyboard Bench Heavy Duty Stool Super Stable Musician Chair Black - PNB 480 BLK	602966547368465	PNB 480 BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Music Stand Adjustable Desktop Book Stands Portable Sheet Holder All Metal Foldable Bookstand - MUS FLD BLK	602964198527138	MUS FLD BLK	$0.00	$0.00	$18.52	∞	0.00%	$0.00	2	2	255	11	4.31%	18.18%	3	$18.52	∞	0.00%	$0.00	2	2
5 Core Adjustable Piano Bench Thick 3.25" Solid Wood Keyboard Stool Heavy Duty Musician Chair	602952588716705	PNB 480 HPNK	$0.05	$0.05	$0.00	0.00	0.00%	$0.00	0	0	342	4	1.16%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Piano Bench Wooden Height Adjustable Stool Heavy Duty Keyboard Seat with Storage Cherry	602936616834972	PNB WD HD CHRY	$0.28	$0.28	$0.00	0.00	0.00%	$0.00	0	0	285	2	0.70%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Audio Mixer 4 Channel DJ Soundboard USB Interface Bluetooth XLR Mixing Console w Repeat & Delay Effect +48V Phantom Sound Board for Karaoke Studio Streaming Recording - MX 4CH	602918631653353		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Speaker Stand Tripod Tall Adjustable 72 Inch DJ Pole Mount Studio Monitor Stands WHITE 2 PK	602913262918593	SS HD 2 PK WH BAG	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	93	3	3.22%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Piano Bench 3" Padded Cushioned Stool w Backrest Heavy Duty Musician Chair Height Adjustable - PNB B-REST PNK	602886956277806	PNB B-REST PNK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	59	2	3.38%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Music Stand Adjustable Desktop Book Stands Portable Sheet Holder All Metal Foldable Bookstand	602831926969204	MUS FLD WH	$0.00	$0.00	$8.99	∞	0.00%	$0.00	1	1	132	3	2.27%	33.33%	2	$8.99	∞	0.00%	$0.00	1	1
5 Core Adjustable Piano Bench Thick 3.25" Solid Wood Keyboard Stool Heavy Duty Musician Chair	602825887159748	PNB 480 BR	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Round Base Desktop Mic Stand Universal Desk Microphone Holder Table Top Stands BLACK	602750591011350	MSSB	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Mic Stand Floor Heavy Duty Height Adjustable 37.5-70 Inch Microphone Stands Pedestal Round Base Soporte De micrófono for Singing On Stage Studio - MS RBP5	602740658907943	MS RBP5	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Speaker Stand Height Adjustable PA DJ Tripod Studio Monitor Stands w 35mm Compatible Insert	602734954672988	SS ECO 1PK ORG WoB	$1.09	$1.09	$59.88	54.94	1.82%	$0.28	4	6	337	22	6.52%	18.18%	11	$59.88	54.94	1.82%	$0.28	4	6
5 Core Music Stand Height Adjustable Desktop Book Stands Portable Sheet Holder All Metal Bookstand Foldable Atril Para Partituras w Carrying Bag & Clip Pink - MUS FLD PNK	602730659697029	MUS FLD PNK	$0.00	$0.00	$16.68	∞	0.00%	$0.00	2	2	782	34	4.34%	5.88%	8	$16.68	∞	0.00%	$0.00	2	2
5Core Speaker Stand Tripod 2Pcs Tall Adjustable 72 Inch DJ Studio Monitor Stands Pole Mount	602718378805767	PARENT SS ECO 2PK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Music Stand For Sheet Music Portable Tripod Adjustable Folding Note Holder	602618655000210	MUS FLD 4S BLK WLGT	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Speaker Stand Height Adjustable PA DJ Tripod Studio Monitor Stands w 35mm Compatible Insert	602586845413356	SS ECO 1PK RED WoB	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 CORE UHF Wireless Microphones Karaoke 210 ft Range 2 Metal Handheld Microfono Inalambrico for Singing Dual Cardioid Rechargeable Cordless Mic with Mini Receiver - WM UHF 02-RED+BLK	602585771697116	WM UHF 02-RED+BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Piano Bench Wooden Height Adjustable Stool Heavy Duty Keyboard Seat with Storage WHITE	602494436537362	PNB WD HD WH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	63	1	1.58%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Round Base Desktop Mic Stand Universal Desk Microphone Holder Table Top Stands White	602481551598954	MSSB W	$2.42	$2.42	$21.98	9.08	11.01%	$1.21	2	2	1,733	29	1.67%	6.89%	5	$21.98	9.08	11.01%	$1.21	2	2
5 CORE UHF Wireless Microphones Karaoke 210 ft Range 2 Metal Handheld Microfono Inalambrico for Singing Dual Cardioid Rechargeable Cordless Mic with Mini Receiver - WM UHF 02-RED+GRAY	602480544966235	WM UHF 02-RED+GRAY	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Mic Stand Pair Floor Adjustable Universal Heavy Duty Microphone Stands Round Base Soporte De micrófono	602434105650015	MS RBP 3T 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	4	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Speaker Stand Tripod Tall Adjustable 72 Inch DJ Pole Mount Studio Monitor Stands Yellow	602408537175025	SS HD 2 PK YLW BAG	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	75	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Piano Bench Wooden Height Adjustable Stool Heavy Duty Keyboard Seat with Storage BLACK	602374177441191	PNB WD HD BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	59	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Speaker Stand Tripod Floor Short Adjustable DJ Studio Monitor Stands Pole Mount BLACK	602365587517898	SS HD 1PK 4FT	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Speaker Stand Height Adjustable PA DJ Tripod Studio Monitor Stands w 35mm Compatible Insert	602316195393151	SS ECO 1PK BLK WoB	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	473	24	5.07%	0.00%	4	$0.00	0.00	0.00%	$0.00	0	0
5Core Speaker Stand Tripod Tall Adjustable 72 Inch DJ Pole Mount Studio Monitor Stands ORANGE 1 PK	602309283164369	SS HD 1 PK ORG BAG	$0.02	$0.02	$0.00	0.00	0.00%	$0.00	0	0	160	4	2.50%	0.00%	1	$0.00	0.00	0.00%	$0.00	0	0
5Core Mic Stand Floor Adjustable Universal Heavy Duty Gooseneck Microphone Stands Round Base Soporte De microfono	602296868043860	MS RBP 3T GSE	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands Holds 2 Mics w Extending Telescoping Boom Arm Foldable Portable for Studio On Stage Yellow - MS DBL G YLW	603290616088879	MS DBL G YLW	$1.50	$1.50	$37.92	25.28	3.95%	$0.75	2	3	384	8	2.08%	25.00%	4	$37.92	25.28	3.95%	$0.75	2	3
5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands Holds 2 Mics w Extending Telescoping Boom Arm Foldable Portable for Studio On Stage Black - MS DBL	603232835352604	MS DBL New	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Keyboard Stand Z Style Heavy Duty Sturdy Piano Riser Height Adjustable Holder PINK	603183778767749	KS Z1 BPNK HD	$1.98	$1.98	$0.00	0.00	0.00%	$0.00	0	0	4,185	152	3.63%	0.00%	12	$0.00	0.00	0.00%	$0.00	0	0
5Core Keyboard Stand Z Style Sturdy Adjustable Electric Piano Riser Holder With Wheels PINK	603179550930246	KS Z1 BPNK HD WHLS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	66	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Universal Microphone Stand 2Pcs Height Adjustable 35 to 57" Round Base Floor Mic Holder Metal Build	603151902074271	MS RBL HND CLCH 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	4	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Stand Z Style Height Adjustable Sturdy Piano Riser Lift Holder Stands PINK	603095731912103	KS Z1 BPNK	$6.44	$6.44	$85.95	13.35	7.49%	$1.29	5	5	5,254	199	3.78%	2.51%	21	$85.95	13.35	7.49%	$1.29	5	5
5Core Tripod Mic Stand Heavy Duty Adjustable Holder Floor Microphone Boom Arm SKY BLUE	603069962105426	MS 080 SKY BLU	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	2	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Bench 3" Padded Cushioned Piano Stool Height Adjustable Guitar Seat Folding Portable	603054594180765	KBB BLK HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Mic Stand Pair Floor Adjustable Universal Heavy Duty Microphone Stands Round Base Soporte De micrófono	603022516144096	MS RBL 3T 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands Holds 2 Mics w Extending Telescoping Boom Arm Foldable Portable for Studio On Stage White - MS DBL G WH	603007685095383	MS DBL G WH	$8.36	$7.24	$329.70	39.44	2.53%	$0.29	29	30	13,444	442	3.28%	6.56%	100	$318.71	44.02	2.27%	$0.26	28	29
5Core 2 Tier Keyboard Stand Z Style Adjustable Electric Piano Riser Holder With Wheels	603006678460291	KS Z1 BLK HD WHLS + 2T	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Bench 3" Padded Cushioned Piano Stool Height Adjustable Guitar Seat Folding Portable	602992317143200	KBB WH HD	$0.00	$0.00	$21.60	∞	0.00%	$0.00	1	1	150	2	1.33%	50.00%	0	$21.60	∞	0.00%	$0.00	1	1
5 Core Guitar Stand A Frame w Foam Arms Rubber Pad for Acoustic Electric Bass	602970305462239	GSS BPNK 1PC	$2.75	$2.75	$114.30	41.56	2.40%	$0.19	15	15	7,042	136	1.93%	11.02%	30	$106.68	38.79	2.57%	$0.20	14	14
5Core Mic Stand Pair Floor Adjustable Universal Heavy Duty Gooseneck Microphone Stands Round Base Soporte De micrófono	602940911780798	MS RBP 3T GSE 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5CORE Keyboard Bench Piano Stool Thick Padded Seat Height Adjustable Keyboard Chair	602902525495522	KBB H-ADJ PNK	$2.91	$2.91	$24.17	8.31	12.03%	$2.91	1	1	2,622	109	4.15%	0.91%	14	$24.17	8.31	12.03%	$2.91	1	1
5 Core Guitar Stand A Frame w Soft Foam Arms Non-Slip Rubber Support for Acoustic Electric Bass Guitar Ukulele & Banjo Stable Foldable Metal Floor Stand for School Studio & Stage - GSS BR	602899774059311	GSS BR	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Stand A Frame w Soft Foam Arm Non Slip Rubber for Acoustic Electric Bass Ukulele	602896015951325	GSS BLU	$0.01	$0.01	$13.10	1310.00	0.07%	$0.01	1	2	486	18	3.70%	5.55%	8	$13.10	1310.00	0.07%	$0.01	1	2
5 Core Keyboard Bench 2 Inch Padded Cushioned Piano Stool Height Adjustable 19" Guitar Seat Portable	602879574279670	KBB 02 WH	$1.98	$1.98	$123.92	62.59	1.59%	$0.25	8	8	5,442	193	3.54%	4.14%	35	$123.92	62.59	1.59%	$0.25	8	8
5 Core Keyboard Stand Z Style Height Adjustable Sturdy Piano Riser Lift Holder Stands BLUE	602846623795156	KS Z1 BLU	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	249	4	1.60%	0.00%	1	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Bench 3 Inch Padded Cushioned Piano Stool Height Adjustable Guitar Seat Heavy Duty Folding Portable Musician Chair W Nonslip Rubber Feet Black - KBB H-ADJ BLK	602833806000836	KBB H-ADJ BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Bench 2 Inch Padded Cushioned Piano Stool Height Adjustable 19" Guitar Seat Portable	602825887196285	KBB 02 BR	$2.11	$2.11	$49.65	23.53	4.24%	$0.71	3	3	667	15	2.24%	20.00%	3	$49.65	23.53	4.24%	$0.71	3	3
5Core Universal Microphone Stand Height Adjustable 35 to 57" Round Base Floor Mic Holder Metal Build	602816089260449	MS RBL HND CLCH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	221	5	2.26%	0.00%	1	$0.00	0.00	0.00%	$0.00	0	0
5 Core PA Speaker 6 x 4 Inch 50W Bull Horn Loud Indoor Outdoor Speakers System 8Ohm Reflex Megaphone Mounting Bracket & Hardware Included Black - HW 405 BLK	602804278127590	HW 405 BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 8" Subwoofer Speaker Pair Mid Range PA DJ Audio Sub Woofer Bass Replacement Driver	602774347574225	MR 8 BLT R 8oHM 2PCS	$61.64	$58.01	$1,363.71	22.12	4.52%	$1.72	36	53	32,094	1,781	5.54%	2.02%	218	$1,207.77	20.82	4.80%	$1.88	31	47
5 Core 2 Tier Keyboard Stand Attachment Adjustable for 54, 88 Electric Digital Piano Stands Adapter	602764147010512	KS 2T GEAR	$0.00	$0.00	$53.98	∞	0.00%	$0.00	2	2	3,535	226	6.39%	0.88%	18	$53.98	∞	0.00%	$0.00	2	2
5 Core PA Speaker Pair 6 x 4" 50W Bull Horn Loud Audio Outdoor Speakers System 8Ohm Reflex Megaphone	602728847768615	PARENT HW 405	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Stand Adjustable 21 - 33" Z Style Metal Electric Piano Riser 330Lb Capacity Foldable	602711936321386	KS Z1 BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	2	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Bench 3" Padded Cushioned Piano Stool Height Adjustable Guitar Seat Folding Portable	602690998358829	KBB BPNK HD	$0.00	$0.00	$98.77	∞	0.00%	$0.00	5	5	967	46	4.75%	10.86%	8	$77.32	∞	0.00%	$0.00	4	4
5 Core Mic Stand Floor Height Adjustable Tripod Microphone Stands w Extending Telescoping Boom Arm	602685562568535	MS 080 YLW	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Stand 2Pc A Frame w Soft Foam Arms Non-Slip Rubber for Acoustic Electric Bass Guitar Ukulele & Banjo Stable Foldable Metal Floor Stand for School Studio & Stage Blue - GSS BLU 2PCS	602680730745426	GSS BLU 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	161	3	1.86%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5CORE Keyboard Bench Piano Stool Thick Padded Seat Height Adjustable Keyboard Chair	602665765420650	KBB H-ADJ BR	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Tripod Mic Stand 2Pcs Adjustable Holder Floor Microphone Boom Arm	602598119692339	PARENT MS 080 2PK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Bench 3" Padded Cushioned Piano Stool Height Adjustable Guitar Seat Folding Portable	602570336625570	KBB BR HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	5	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands 4Pcs w Extending Telescoping Boom Arm Foldable Portable w 2 Mic Holder for Studio On Stage Sky Blue - MS 080 SKY BLU	602550875087844	PARENT MS 080 4PK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 6 Inch PA Horn 200W Loud Speaker Bull Horn Loud Audio 8Ohm All Weather Indoor Outdoor Use Bracket and Hardware Included - HW 405 WH	602546580093621	HW 405 WH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core PA Speaker Pair 5x8" 65W Bull Horn Loud Audio 8Ohm Outdoor Speakers System	602546311668075	PARENT HW 508	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Mic Stand Floor Adjustable Universal Heavy Duty Microphone Stands Round Base Soporte De microfono.	602544566848939	MS RBL 3T New	$11.28	$11.28	$164.64	14.60	6.85%	$2.26	5	9	1,413	34	2.40%	14.70%	7	$164.64	14.60	6.85%	$2.26	5	9
5Core Tripod Mic Stand Heavy Duty Adjustable Holder Floor Microphone Boom Arm WHITE	602543828633474	MS 080 WH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Mic Stand Pair Floor Heavy Duty Height Adjustable Pedestal Para Microfono for Singing On Stage Studio	602481350284513	MS RBP5 2PCS	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Stand 2Pc A Frame w Soft Foam Arms Non-Slip Rubber for Acoustic Electric Bass Guitar Ukulele & Banjo Stable Foldable Metal Floor Stand for School Studio & Stage Pink - GSS BPNK 2PCS	602478867238443	GSS BPNK 2PCS	$1.54	$1.54	$12.99	8.44	11.85%	$1.54	1	1	263	8	3.04%	12.50%	1	$12.99	8.44	11.85%	$1.54	1	1
5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands w Extending Telescoping Boom Arm Foldable Portable w 2 Mic Holder for Studio On Stage Deep Blue - MS 080 D-BLU	602471887901944	MS 080 D-BLU	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	274	1	0.36%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core 8 Inch Midrange Car Door Speaker 580W PMPO Subwoofer w Aluminum Bullet 8O Sub Woofer	602453298747341	MR 8 BLT R 8oHM	$5.02	$5.02	$1,655.83	329.85	0.30%	$0.14	37	119	43,587	2,123	4.87%	1.74%	289	$1,605.46	319.81	0.31%	$0.15	35	116
5Core Tripod Mic Stand 4Pcs Heavy Duty Adjustable Holder Floor Microphone Boom Arm BLACK	602364043988021	MS 080 4PCS	$0.00	$0.00	$996.34	∞	0.00%	$0.00	25	28	23,596	586	2.48%	4.26%	100	$961.48	∞	0.00%	$0.00	24	27
5 Core Guitar Stand A Frame w Foam Arms Rubber Pad for Acoustic Electric Bass	602350890674564	GSS RED	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Bench 2" Padded Cushioned Piano Stool Height Adjustable Guitar Seat Folding Portable	602349145821345	KBB 02 BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands w Extending Telescoping Boom Arm Foldable Portable w 2 Mic Holder for Studio On Stage Red - MS 080 RED	602328543376432	MS 080 RED	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Dual Keyboard Stand Z Style Heavy Duty 2 Tier Piano Stands w Adjustable Arm Fits 54 61 88 Key Board for Electric Digital Pianos Synth Metal Black - KS Z1 BLK HD + 2T	602295324537759	KS Z1 BLK HD + 2T	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	14	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Keyboard Bench Piano Stool Thick Padded Seat Height Adjustable Keyboard Chair	602280426349219	KBB H-ADJ WH	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	101	2	1.98%	0.00%	1	$0.00	0.00	0.00%	$0.00	0	0
5Core Keyboard Stand Z Style Heavy Duty Sturdy Piano Riser Height Adjustable Holder BLUE	602268413830911	KS Z1 BLU HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	89	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5Core Mic Stand Floor Adjustable Universal Heavy Duty Microphone Stands Round Base Soporte De microfono	602256065819764	MS RBP 3T	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	603274711287906	DS 01 BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 2 Way 6” Car Stereo Speakers 500W Pair Deep Bass Audio Coaxial Subwoofer w Tweeter Universal Fit Component Speaker for Vehicle Door Side Panel Mount - CS 06 2W	603264644919086	CS 06 2W	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 4x6 Direct Thermal Shipping 4pack Labels for Zebra and Rollo Printers - DTL 4PK	603241827955791	DTL 4PK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Amp 20 Watt Electric Amplifier w Built in 6.5" Speaker Aux Headphone Jack Portable Mini Practice Amps w Gain Bass Treble Volume and Middle Black and White - GA 20 BLK NW	603205857555712	GA 20 BLK NW	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	21	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Guitar Amp 20 Watt Amplifier w Built in 6.5" Speaker Aux Headphone Jack Portable Mini Practice Amps w Gain Bass Treble Volume and Middle Black - GA 20W GL BLK	603166665986466	GA 20W GL BLK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Microphone Kit 7 Piece All Metal Drummer Mics Instrument Set Professional Microfonos For Kick Bass Tom Snare Cymbals Red - DM 7ACC RED	603164652736067	DM 7RND RED New	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core 2 Way 5" Car Speaker 350W Coaxial Component Speaker Universal Fit for Cars	603147607081964	CS 05 2W	$4.26	$4.26	$120.40	28.26	3.53%	$0.54	8	10	9,888	283	2.86%	2.82%	36	$108.36	25.44	3.93%	$0.61	7	9
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	603128682375830	DS 01 YLW	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 5 Inch Padded Swivel Adjustable Music Stool with Velvet Seat and Anti Slip Rubber Feet Red – DS CH RED VEL	603122239954545	DS CH RED VEL HD	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne Padded Adjustable Guitar Stool Drummer Seat ORANGE	603116871200698		$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	1	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
5 Core Drum Throne 3" Thick Padded Memory Foam Comfortable Drummer Stool 330Lb Capacity Adjustable	603061036653585	DS 01 ORG	$0.01	$0.01	$0.00	0.00	0.00%	$0.00	0	0	159	8	5.03%	0.00%	2	$0.00	0.00	0.00%	$0.00	0	0
5 Core 4"x6" Direct Thermal Shipping Label/ 4x6 Roll Direct 4000Pcs Perforated paper Sticker/White - DTL 16PK	603031911378736	DTL 16PK	$0.00	$0.00	$0.00	0.00	0.00%	$0.00	0	0	0	0	0.00%	0.00%	0	$0.00	0.00	0.00%	$0.00	0	0
